"","...1","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","('blitz', 'mean')","('blitz_class', '')","('npos_list', '')","('stunt', '')","('stunt_class', '')","('4manfront', '')","epa"
"59",58,2021090900,2915,"(9:00) (Shotgun) T.Brady pass incomplete short right. Penalty on TB-T.Wirfs, Offensive Holding, declined.",3,3,10,"TB","DAL","TB",33,09:00:00,21,19,"I",0,0,0,"Offensive Holding",52421,NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.4158745193854
"60",59,2021090900,3014,"(8:44) D.Prescott pass deep middle intended for C.Lamb INTERCEPTED by C.Davis [J.Tryon] at 50. C.Davis to DAL 19 for 31 yards (L.Collins). Penalty on DAL-T.Pollard, Tripping, declined. PENALTY on TB-S.Barrett, Illegal Block Above the Waist, 10 yards, enforced at DAL 25.",3,1,10,"DAL","TB","DAL",25,08:44:00,21,19,"IN",10,0,0,"Illegal Block Above the Waist",41915,"Tripping",47911,NA,NA,35,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 4 LB, 3 DB","TRADITIONAL",0,"Cover-2","Zone",1,1,"[1, 1, 1, 1, 3]",0,0,0,-4.75158112216741
"61",60,2021090900,3062,"(8:31) (Shotgun) T.Brady pass deep right to R.Gronkowski to DAL 15 for 20 yards (K.Neal).",3,1,10,"TB","DAL","DAL",35,08:31:00,21,19,"C",NA,20,20,NA,NA,NA,NA,NA,NA,45,"SHOTGUN","1 RB, 2 TE, 2 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,3,1,1.26939405925805
"62",61,2021090900,3110,"(7:12) (Shotgun) T.Brady pass short left to L.Fournette to DAL 11 for 2 yards (M.Parsons).",3,2,8,"TB","DAL","DAL",13,07:12:00,21,19,"C",NA,2,2,NA,NA,NA,NA,NA,NA,23,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.593036184320226
"63",62,2021090900,3134,"(6:28) (Shotgun) T.Brady pass short middle to R.Gronkowski for 11 yards, TOUCHDOWN [D.Wilson].",3,3,6,"TB","DAL","DAL",11,06:28:00,21,19,"C",NA,11,11,NA,NA,NA,NA,NA,NA,21,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,7,"[1, 2, 1, 1, 1, 1]",0,0,0,2.84037307847757
"64",63,2021090900,3216,"(5:59) (No Huddle, Shotgun) D.Prescott pass short middle to B.Jarwin to DAL 45 for 7 yards (L.David; J.Tryon).",3,1,10,"DAL","TB","DAL",38,05:59:00,28,19,"C",NA,7,7,NA,NA,NA,NA,NA,NA,48,"EMPTY","1 RB, 2 TE, 2 WR",6,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.440706668421626
"65",64,2021090900,3261,"(4:49) (Shotgun) D.Prescott pass short right to D.Schultz to TB 42 for 10 yards (J.Pierre-Paul).",3,1,10,"DAL","TB","DAL",48,04:49:00,28,19,"C",NA,10,10,NA,NA,NA,NA,NA,NA,58,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone",1,5,"[1, 1, 2, 1, 1]",0,0,0,0.608596298377961
"66",65,2021090900,3306,"(3:26) (Shotgun) D.Prescott pass short right to C.Lamb to TB 33 for 9 yards (R.Cockrell).",3,2,10,"DAL","TB","TB",42,03:26:00,28,19,"C",NA,9,9,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,5,1,0.750626587658189
"67",66,2021090900,3330,"(2:43) D.Prescott pass short right to D.Schultz to TB 27 for 6 yards (L.David).",3,3,1,"DAL","TB","TB",33,02:43:00,28,19,"C",NA,6,6,NA,NA,NA,NA,NA,NA,77,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,1,0,0.903697876259685
"68",67,2021090900,3364,"(2:03) (Shotgun) D.Prescott scrambles up the middle to TB 25 for 2 yards (D.White).",3,1,10,"DAL","TB","TB",27,02:03:00,28,19,"R",NA,2,2,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","SCRAMBLE",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,5,1,-0.403830856783316
"69",68,2021090900,3406,"(:39) (Shotgun) D.Prescott pass deep right to A.Cooper for 21 yards, TOUCHDOWN.",3,3,4,"DAL","TB","TB",21,00:39:00,28,19,"C",NA,21,21,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,7,"[1, 1, 1, 1, 1, 2]",1,9,0,3.28572820674162
"70",69,2021090900,3462,"(:33) (Shotgun) T.Brady pass short left to L.Fournette pushed ob at TB 35 for 10 yards (L.Vander Esch).",3,1,10,"TB","DAL","TB",25,00:33:00,28,26,"C",NA,10,10,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,5,"[1, 1, 1, 2, 1]",1,10,0,0.534355760551989
"71",70,2021090900,3588,"(13:38) (Shotgun) T.Brady pass short left to M.Evans to DAL 47 for 5 yards (J.Smith).",4,3,2,"TB","DAL","TB",48,13:38:00,28,26,"C",NA,5,5,NA,NA,NA,NA,NA,NA,58,"EMPTY","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1]",0,0,0,0.95222327276133
"72",71,2021090900,3633,"(12:11) (Shotgun) T.Brady pass incomplete short right to M.Evans (J.Lewis).",4,2,10,"TB","DAL","DAL",47,12:11:00,28,26,"I",NA,0,0,NA,NA,NA,NA,NA,NA,63,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,2,1,-0.838768334593624
"73",72,2021090900,3655,"(12:06) (Shotgun) T.Brady pass incomplete deep right to C.Godwin.",4,3,10,"TB","DAL","DAL",47,12:06:00,28,26,"I",NA,0,0,NA,NA,NA,NA,NA,NA,63,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,10,0,-1.6257856360171
"74",73,2021090900,3724,"(11:15) (Shotgun) D.Prescott pass incomplete short left to A.Cooper.",4,2,8,"DAL","TB","DAL",8,11:15:00,28,26,"I",NA,0,0,NA,NA,NA,NA,NA,NA,102,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,9,0,-0.631550377933308
"75",74,2021090900,3746,"(11:10) (Shotgun) D.Prescott pass incomplete short right to A.Cooper.",4,3,8,"DAL","TB","DAL",8,11:10:00,28,26,"I",NA,0,0,NA,NA,NA,NA,NA,NA,102,"SHOTGUN","2 RB, 0 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.078294493258
"76",75,2021090900,3793,"(10:54) T.Brady pass short right to R.Gronkowski to TB 44 for 7 yards (A.Brown; J.Lewis).",4,1,10,"TB","DAL","TB",37,10:54:00,28,26,"C",NA,7,7,NA,NA,NA,NA,NA,NA,47,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.277681430568919
"77",76,2021090900,3862,"(8:56) (Shotgun) T.Brady pass short right to L.Fournette to DAL 34 for 7 yards (M.Parsons).",4,2,4,"TB","DAL","DAL",41,08:56:00,28,26,"C",NA,7,7,NA,NA,NA,NA,NA,NA,69,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,3,1,0.438277409528382
"78",77,2021090900,3909,"(8:10) (Shotgun) T.Brady pass short middle to M.Evans to DAL 30 for 9 yards (D.Armstrong; M.Parsons).",4,1,15,"TB","DAL","DAL",39,08:10:00,28,26,"C",NA,9,9,NA,NA,NA,NA,NA,NA,71,"SHOTGUN","1 RB, 0 TE, 4 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,4,1,0.575178476399742
"79",78,2021090900,3933,"(7:23) T.Brady pass short left to L.Fournette pushed ob at DAL 23 for 7 yards (J.Kearse; A.Brown).",4,2,6,"TB","DAL","DAL",30,07:23:00,28,26,"C",NA,7,7,NA,NA,NA,NA,NA,NA,80,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.901316244446207
"80",79,2021090900,3962,"(6:55) T.Brady pass short left to A.Brown pushed ob at DAL 20 for 3 yards (A.Brown).",4,1,10,"TB","DAL","DAL",23,06:55:00,28,26,"C",NA,3,3,NA,NA,NA,NA,NA,NA,87,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.299931937013753
"81",80,2021090900,4094,"(4:14) (Shotgun) D.Prescott pass short left to D.Schultz to DAL 14 for 3 yards (L.David).",4,2,9,"DAL","TB","DAL",11,04:14:00,28,26,"C",NA,3,3,NA,NA,NA,NA,NA,NA,99,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.167295636842027
"82",81,2021090900,4141,"(3:36) (Shotgun) D.Prescott pass short right to C.Lamb to DAL 25 for 6 yards (L.David; J.Dean).",4,3,1,"DAL","TB","DAL",19,03:36:00,28,26,"C",NA,6,6,NA,NA,NA,NA,NA,NA,91,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,1,"[2, 3, 2, 3]",0,0,0,0.724074212834239
"83",82,2021090900,4189,"(2:27) (Shotgun) D.Prescott pass incomplete short right to A.Cooper.",4,1,10,"DAL","TB","DAL",36,02:27:00,28,26,"I",NA,0,0,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,2,1,-0.413514509680681
"84",83,2021090900,4211,"(2:23) (Shotgun) D.Prescott pass deep left to C.Lamb to TB 41 for 23 yards (A.Winfield). PENALTY on DAL-T.Smith, Offensive Holding, 10 yards, enforced at DAL 36 - No Play.",4,2,10,"DAL","TB","DAL",36,02:23:00,28,26,"C",-10,23,-10,"Offensive Holding",37082,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB",NA,0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.819493757095188
"85",84,2021090900,4246,"(2:17) (Shotgun) D.Prescott pass short right to C.Wilson to DAL 35 for 9 yards (R.Cockrell).",4,2,20,"DAL","TB","DAL",26,02:17:00,28,26,"C",NA,9,9,NA,NA,NA,NA,NA,NA,84,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,6,1,0.102209840668365
"86",85,2021090900,4287,"(2:00) (Shotgun) D.Prescott pass short left to C.Lamb pushed ob at TB 34 for 31 yards (A.Winfield).",4,3,11,"DAL","TB","DAL",35,02:00:00,28,26,"C",NA,31,31,NA,NA,NA,NA,NA,NA,75,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Bracket","Other",0,0,"[1, 1, 1, 1]",0,0,1,2.60765748727135
"87",86,2021090900,4393,"(1:43) (Shotgun) D.Prescott pass short right to E.Elliott pushed ob at TB 30 for no gain (C.Davis) [S.Barrett]. PENALTY on DAL-C.Williams, Offensive Holding, 10 yards, enforced at TB 30 - No Play.",4,3,6,"DAL","TB","TB",30,01:43:00,28,26,"C",-10,0,-10,"Offensive Holding",46119,NA,NA,NA,NA,40,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB",NA,0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.14806379500078
"88",87,2021090900,4428,"(1:37) (Shotgun) D.Prescott pass short left to A.Cooper to TB 30 for 10 yards (M.Edwards).",4,3,16,"DAL","TB","TB",40,01:37:00,28,26,"C",NA,10,10,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.23568666117318
"89",88,2021090900,4538,"(1:18) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans (T.Diggs).",4,2,2,"TB","DAL","TB",33,01:18:00,28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,4,1,-0.326254715328105
"90",89,2021090900,4560,"(1:13) (Shotgun) T.Brady pass short left to G.Bernard to TB 37 for 4 yards (J.Kearse).",4,3,2,"TB","DAL","TB",33,01:13:00,28,29,"C",NA,4,4,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,9,0,0.564188654359896
"91",90,2021090900,4624,"(:55) (Shotgun) T.Brady pass short right to R.Gronkowski pushed ob at TB 38 for 6 yards (A.Brown).",4,1,15,"TB","DAL","TB",32,00:55:00,28,29,"C",NA,6,6,NA,NA,NA,NA,NA,NA,42,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.029985596658662
"92",91,2021090900,4653,"(:49) (Shotgun) T.Brady pass short middle to R.Gronkowski to DAL 42 for 20 yards (J.Kearse; A.Brown).",4,2,9,"TB","DAL","TB",38,00:49:00,28,29,"C",NA,20,20,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,10,0,1.17604490116355
"93",92,2021090900,4677,"(:30) (No Huddle, Shotgun) T.Brady pass incomplete deep right to A.Brown.",4,1,10,"TB","DAL","DAL",42,00:30:00,28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.342932143073995
"94",93,2021090900,4699,"(:24) (Shotgun) T.Brady pass deep left to C.Godwin ran ob at DAL 18 for 24 yards.",4,2,10,"TB","DAL","DAL",42,00:24:00,28,29,"C",NA,24,24,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,1,1,1.78756518810405
"95",94,2021090900,4728,"(:18) (Shotgun) T.Brady pass incomplete short left.",4,1,10,"TB","DAL","DAL",18,00:18:00,28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"SHOTGUN","1 RB, 0 TE, 4 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.26005611527944
"96",95,2021090900,4750,"(:14) (Shotgun) T.Brady pass incomplete short left.",4,2,10,"TB","DAL","DAL",18,00:14:00,28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"EMPTY","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",0,0,"[1, 1, 1, 1]",1,1,1,-0.355209019035101
"97",96,2021090900,4772,"(:10) (Shotgun) T.Brady pass incomplete short left.",4,3,10,"TB","DAL","DAL",18,00:10:00,28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"EMPTY","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,3,"[1, 1, 1, 1, 1, 1]",1,3,0,0.0894308353927475
"98",97,2021091200,56,"(15:00) M.Ryan pass deep middle to C.Ridley to ATL 41 for 16 yards (D.Slay; M.Epps).",1,1,10,"ATL","PHI","ATL",25,15:00:00,0,0,"C",NA,16,16,NA,NA,NA,NA,NA,NA,35,"I_FORM","2 RB, 2 TE, 1 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,5,1,0.946367187192664
"99",98,2021091200,122,"(13:45) (No Huddle) M.Ryan pass short right to C.Patterson to PHI 42 for 1 yard (D.Slay; A.Singleton).",1,2,6,"ATL","PHI","PHI",43,13:45:00,0,0,"C",NA,1,1,NA,NA,NA,NA,NA,NA,67,"SINGLEBACK","2 RB, 2 TE, 1 WR",6,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.570392354391515
"100",99,2021091200,146,"(13:08) (No Huddle, Shotgun) M.Ryan pass short right to C.Ridley pushed ob at PHI 31 for 11 yards (A.Harris).",1,3,5,"ATL","PHI","PHI",42,13:08:00,0,0,"C",NA,11,11,NA,NA,NA,NA,NA,NA,68,"EMPTY","2 RB, 2 TE, 1 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.92504909262061
"101",100,2021091200,176,"(12:50) (No Huddle) M.Ryan pass incomplete short right to K.Pitts.",1,1,10,"ATL","PHI","PHI",31,12:50:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,79,"SINGLEBACK","2 RB, 2 TE, 1 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.437550234026276
"102",101,2021091200,231,"(12:08) (Shotgun) M.Ryan pass short middle to C.Ridley to PHI 16 for 12 yards (M.Epps) [J.Hargrave].",1,3,7,"ATL","PHI","PHI",28,12:08:00,0,0,"C",NA,12,12,NA,NA,NA,NA,NA,NA,82,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",0,0,0,1.77052136772545
"103",102,2021091200,303,"(11:03) M.Ryan pass short left to H.Hurst to PHI 6 for 7 yards (A.Singleton).",1,2,7,"ATL","PHI","PHI",13,11:03:00,0,0,"C",NA,7,7,NA,NA,NA,NA,NA,NA,97,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.873971980647184
"104",103,2021091200,348,"(10:11) (No Huddle) M.Ryan pass incomplete short middle to R.Gage.",1,2,3,"ATL","PHI","PHI",3,10:11:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,107,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Red Zone","Other",0,0,"[1, 1, 1]",1,0,0,-0.949762675387319
"105",104,2021091200,370,"(10:07) (Shotgun) M.Ryan pass incomplete short left to M.Davis.",1,3,3,"ATL","PHI","PHI",3,10:07:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,107,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Red Zone","Other",1,4,"[1, 1, 1]",0,0,0,-1.99723686459713
"106",105,2021091200,605,"(6:23) (Shotgun) J.Hurts pass deep left to D.Smith for 18 yards, TOUCHDOWN.",1,3,4,"PHI","ATL","ATL",18,06:23:00,3,0,"C",NA,18,18,NA,NA,NA,NA,NA,NA,28,"EMPTY","1 RB, 1 TE, 3 WR",5,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,9,0,2.88110722752754
"107",106,2021091200,705,"(5:51) M.Ryan pass short right to K.Smith to ATL 35 for 3 yards (E.Wilson) [G.Avery].",1,1,10,"ATL","PHI","ATL",32,05:51:00,3,7,"C",NA,3,3,NA,NA,NA,NA,NA,NA,42,"I_FORM","2 RB, 1 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-6","Zone",1,2,"[1, 1, 1, 1, 1]",0,0,0,-0.419597859028727
"108",107,2021091200,750,"(4:38) M.Ryan pass short right to H.Hurst pushed ob at PHI 47 for 7 yards (D.Slay).",1,1,10,"ATL","PHI","ATL",46,04:38:00,3,7,"C",NA,7,7,NA,NA,NA,NA,NA,NA,56,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.266549994703382
"109",108,2021091200,821,"(2:56) (Shotgun) M.Ryan pass incomplete short left to K.Pitts (A.Maddox).",1,2,9,"ATL","PHI","PHI",32,02:56:00,3,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.687877949560061
"110",109,2021091200,843,"(2:51) (No Huddle, Shotgun) M.Ryan scrambles left guard to PHI 24 for 8 yards (A.Maddox). ATL-J.Mayfield was injured during the play.",1,3,9,"ATL","PHI","PHI",32,02:51:00,3,7,"R",NA,8,8,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","SCRAMBLE",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.340489883092232
"111",110,2021091200,864,"(2:30) M.Ryan pass short middle to K.Pitts to PHI 23 for 1 yard (E.Wilson; T.Edwards).",1,4,1,"ATL","PHI","PHI",24,02:30:00,3,7,"C",NA,1,1,NA,NA,NA,NA,NA,NA,86,"SINGLEBACK","1 RB, 3 TE, 1 WR",8,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",0,0,0,1.46316973259673
"112",111,2021091200,966,"(:15) M.Ryan pass incomplete short right. PENALTY on ATL, Illegal Formation, 5 yards, enforced at PHI 2 - No Play.",1,1,2,"ATL","PHI","PHI",2,00:15:00,3,7,"I",-5,0,-5,NA,NA,NA,NA,NA,NA,108,"JUMBO","2 RB, 3 TE, 0 WR",8,"4 DL, 3 LB, 4 DB",NA,1,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-0.713607627199963
"113",112,2021091200,1023,"(:09) (Shotgun) M.Ryan pass incomplete short right to K.Pitts.",1,1,12,"ATL","PHI","PHI",12,00:09:00,3,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,98,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.447049359907396
"114",113,2021091200,1085,"(15:00) (Shotgun) M.Ryan pass incomplete short left to M.Davis.",2,3,9,"ATL","PHI","PHI",9,15:00:00,3,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,19,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-1.19188060995532
"115",114,2021091200,1153,"(14:43) (Shotgun) J.Hurts pass short right to D.Goedert pushed ob at PHI 30 for 13 yards (F.Oluokun).",2,1,10,"PHI","ATL","PHI",17,14:43:00,6,7,"C",NA,13,13,NA,NA,NA,NA,NA,NA,27,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","SCRAMBLE",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.816018810961396
"116",115,2021091200,1182,"(14:11) (Shotgun) J.Hurts pass deep right to Z.Ertz to ATL 42 for 28 yards (A.Terrell).",2,1,10,"PHI","ATL","PHI",30,14:11:00,6,7,"C",NA,28,28,NA,NA,NA,NA,NA,NA,40,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,1,"[1, 1, 1, 3]",0,0,0,1.75880851084366
"117",116,2021091200,1206,"(13:45) (No Huddle, Shotgun) J.Hurts pass incomplete short middle to M.Sanders (J.Bullard).",2,1,10,"PHI","ATL","ATL",42,13:45:00,6,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.549579732818529
"118",117,2021091200,1249,"(12:59) (Shotgun) J.Hurts pass incomplete short left to D.Smith (F.Moreau).",2,3,4,"PHI","ATL","ATL",36,12:59:00,6,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1]",0,0,0,-1.43525824870449
